gamesid,appName,appType,price,release_Date,rating,requiredAge,is_Multiplayer,steam_appid,average_forever,owners,achievement,ownersNumerical
333100,Demesne,game,19.99,2016-03-11 00:00:00,-1,0,0,333100,0,"0 .. 20,000",No,10000
333120,Inside The Gear,game,4.99,2014-11-21 00:00:00,-1,0,0,333120,239,"50,000 .. 100,000",No,75000
333130,Do Not Fall,game,9.99,2014-12-18 00:00:00,-1,0,1,333130,0,"0 .. 20,000",No,10000
333210,Kaiju-A-GoGo,game,13.99,2015-04-23 00:00:00,-1,0,0,333210,67,"50,000 .. 100,000",No,75000
333220,Cherry Tree High I! My! Girls!,game,3.99,2014-11-20 00:00:00,-1,0,0,333220,415,"50,000 .. 100,000",No,75000
333250,Forward to the Sky,game,7.99,2015-01-29 00:00:00,-1,0,0,333250,453,"200,000 .. 500,000",No,250000
333260,Marvin's Mittens,game,5.99,2014-12-17 00:00:00,-1,0,0,333260,5,"0 .. 20,000",No,10000
333290,Mos Speedrun 2,game,8.99,2015-09-03 00:00:00,-1,0,0,333290,0,"0 .. 20,000",No,10000
333300,ADOM (Ancient Domains Of Mystery),game,14.99,2015-11-16 00:00:00,-1,0,0,333300,871,"20,000 .. 50,000",No,35000
333330,Song of the Myrne: What Lies Beneath,game,4.99,2015-01-13 00:00:00,-1,0,1,333330,0,"20,000 .. 50,000",No,35000
333350,Cults and Daggers,game,29.99,2015-02-12 00:00:00,-1,0,1,333350,0,"0 .. 20,000",No,10000
333380,SilverQuest: Gaiden,game,5.99,2014-12-29 00:00:00,-1,0,0,333380,0,"0 .. 20,000",No,10000
333430,Sinking Island,game,7.99,2014-12-05 00:00:00,68,0,0,333430,0,"20,000 .. 50,000",No,35000
333490,Replay - VHS is not dead,game,9.99,2015-07-09 00:00:00,-1,0,0,333490,286,"0 .. 20,000",No,10000
333510,Isbarah,game,13.99,2015-02-25 00:00:00,-1,0,0,333510,359,"20,000 .. 50,000",No,35000
333540,Neocolonialism,game,3.99,2014-12-01 00:00:00,-1,0,1,333540,42,"0 .. 20,000",No,10000
333580,"Slow Down, Bull",game,1.99,2015-04-20 00:00:00,65,0,0,333580,0,"0 .. 20,000",No,10000
333640,Caves of Qud,game,9.99,2015-07-15 00:00:00,-1,0,0,333640,171,"50,000 .. 100,000",No,75000
333650,Pahelika: Revelations HD,game,9.99,2015-03-02 00:00:00,-1,0,0,333650,0,"20,000 .. 50,000",No,35000
333660,Towers of Altrac - Epic Defense Battles,game,6.99,2015-01-05 00:00:00,-1,0,1,333660,2,"0 .. 20,000",No,10000
333690,Epanalepsis,game,6.99,2015-05-21 00:00:00,48,0,0,333690,0,"0 .. 20,000",No,10000
333730,Dark Gates,game,3.99,2015-01-26 00:00:00,-1,0,0,333730,0,"0 .. 20,000",No,10000
333760,Vintage Year,game,2.99,2015-01-02 00:00:00,-1,0,0,333760,0,"20,000 .. 50,000",No,35000
333870,Feel-A-Maze,game,4.99,2014-11-25 00:00:00,-1,0,0,333870,0,"20,000 .. 50,000",No,35000
333880,Braveland Wizard,game,6.99,2014-12-04 00:00:00,-1,0,0,333880,0,"20,000 .. 50,000",No,35000
333930,Dirty Bomb®,game,0.0,2015-06-01 00:00:00,63,0,1,333930,715,"5,000,000 .. 10,000,000",No,7500000
333950,Medieval Engineers,game,19.99,2015-02-19 00:00:00,-1,0,1,333950,11517,"200,000 .. 500,000",No,250000
333970,A Druid's Duel,game,7.99,2015-02-25 00:00:00,70,0,1,333970,0,"0 .. 20,000",No,10000
334030,Epic Arena,game,0.0,2015-05-05 00:00:00,-1,0,1,334030,14,"100,000 .. 200,000",No,150000
334040,Down To One,game,0.99,2016-01-07 00:00:00,-1,0,1,334040,206,"100,000 .. 200,000",No,150000
334070,Hektor,game,9.99,2015-03-13 00:00:00,55,0,0,334070,64,"200,000 .. 500,000",No,250000
334100,Extreme Exorcism,game,12.99,2015-09-23 00:00:00,75,0,0,334100,0,"0 .. 20,000",No,10000
334120,Armikrog,game,24.99,2015-09-30 00:00:00,57,0,0,334120,0,"20,000 .. 50,000",No,35000
334140,Roche Fusion,game,12.0,2015-01-23 00:00:00,85,0,0,334140,0,"0 .. 20,000",No,10000
334190,Insanity's Blade,game,5.99,2014-12-04 00:00:00,-1,0,0,334190,0,"20,000 .. 50,000",No,35000
334210,Fortified,game,14.99,2016-02-03 00:00:00,-1,0,1,334210,257,"500,000 .. 1,000,000",No,750000
334230,Town of Salem,game,4.99,2014-12-15 00:00:00,-1,0,1,334230,2101,"500,000 .. 1,000,000",No,750000
334260,Icebound,game,14.99,2015-08-05 00:00:00,-1,0,0,334260,0,"0 .. 20,000",No,10000
334270,Star Traders: 4X Empires,game,9.99,2014-12-16 00:00:00,-1,0,0,334270,75,"0 .. 20,000",No,10000
334300,Fake Colours,game,4.99,2015-01-01 00:00:00,-1,0,0,334300,301,"100,000 .. 200,000",No,150000
334410,JUMP,game,9.99,2015-07-30 00:00:00,-1,0,0,334410,0,"0 .. 20,000",No,10000
334420,Out There: ? Edition,game,9.99,2015-04-02 00:00:00,-1,0,0,334420,154,"50,000 .. 100,000",No,75000
334470,Adventures of Robinson Crusoe,game,9.99,2015-01-09 00:00:00,-1,0,0,334470,0,"20,000 .. 50,000",No,35000
334480,Robinson Crusoe and the Cursed Pirates,game,9.99,2015-02-10 00:00:00,-1,0,0,334480,0,"20,000 .. 50,000",No,35000
334490,The Fool,game,9.99,2015-03-09 00:00:00,-1,0,0,334490,0,"0 .. 20,000",No,10000
334560,Square Heroes,game,4.99,2015-04-09 00:00:00,-1,0,1,334560,0,"20,000 .. 50,000",No,35000
334620,Soccertron,game,8.99,2015-03-12 00:00:00,-1,0,0,334620,0,"0 .. 20,000",No,10000
334690,Squirreltopia,game,3.99,2015-01-12 00:00:00,-1,0,0,334690,135,"20,000 .. 50,000",No,35000
334710,Ilamentia,game,5.99,2014-11-25 00:00:00,-1,0,0,334710,0,"0 .. 20,000",No,10000
334830,Entropy Rising,game,4.99,2015-11-20 00:00:00,-1,0,0,334830,0,"0 .. 20,000",No,10000
334840,Drive to Hell,game,4.99,2015-01-30 00:00:00,-1,0,0,334840,0,"20,000 .. 50,000",No,35000
334850,1931: Scheherazade at the Library of Pergamum,game,24.99,2015-03-26 00:00:00,-1,0,0,334850,0,"20,000 .. 50,000",No,35000
334960,Cell HD: emergence,game,5.99,2015-02-19 00:00:00,-1,0,0,334960,0,"0 .. 20,000",No,10000
334980,Into Blue Valley,game,9.99,2014-12-24 00:00:00,-1,0,0,334980,0,"0 .. 20,000",No,10000
335000,Tormentum - Dark Sorrow,game,11.99,2015-03-04 00:00:00,72,0,0,335000,255,"50,000 .. 100,000",No,75000
335010,Steam and Metal,game,4.99,2015-02-09 00:00:00,-1,0,0,335010,0,"0 .. 20,000",No,10000
335070,VRC PRO,game,44.99,2015-03-24 00:00:00,-1,0,1,335070,0,"0 .. 20,000",No,10000
335090,Goscurry,game,7.99,2015-01-16 00:00:00,-1,0,0,335090,0,"0 .. 20,000",No,10000
335100,Dwarf Tower,game,2.99,2014-12-23 00:00:00,-1,0,1,335100,0,"20,000 .. 50,000",No,35000
335120,Serpent in the Staglands,game,19.99,2015-05-28 00:00:00,-1,0,0,335120,0,"0 .. 20,000",No,10000
335150,Magic Barrage - Bitferno,game,0.0,2015-01-01 00:00:00,-1,0,1,335150,9,"200,000 .. 500,000",No,250000
335190,200% Mixed Juice!,game,6.99,2015-10-23 00:00:00,-1,0,1,335190,348,"20,000 .. 50,000",No,35000
335200,ManaCollect,game,6.99,2015-04-17 00:00:00,-1,0,0,335200,455,"0 .. 20,000",No,10000
335210,Rift's Cave,game,9.99,2014-12-01 00:00:00,-1,0,0,335210,0,"0 .. 20,000",No,10000
335220,But to Paint a Universe,game,4.99,2015-01-15 00:00:00,-1,0,0,335220,237,"0 .. 20,000",No,10000
335240,Transformice,game,0.0,2015-01-30 00:00:00,-1,0,1,335240,320,"2,000,000 .. 5,000,000",No,3500000
335300,DARK SOULS™ II: Scholar of the First Sin,game,49.99,2015-04-01 00:00:00,80,13,1,335300,3189,"1,000,000 .. 2,000,000",No,150000
335320,Bet On Soldier,game,7.99,2014-12-05 00:00:00,-1,17,0,335320,42,"20,000 .. 50,000",No,35000
335330,Brick-Force,game,0.0,2014-12-11 00:00:00,-1,0,1,335330,41,"500,000 .. 1,000,000",No,750000
335430,Grimoire: Manastorm,game,9.99,2015-02-04 00:00:00,-1,0,1,335430,192,"200,000 .. 500,000",No,250000
335440,Dungeon Shooter 2,game,7.99,2014-12-04 00:00:00,-1,0,0,335440,0,"0 .. 20,000",No,10000
335450,Curse of the Assassin,game,9.99,2015-05-12 00:00:00,-1,0,0,335450,0,"0 .. 20,000",No,10000
335460,An Assassin in Orlandes,game,9.99,2015-05-12 00:00:00,-1,0,0,335460,276,"20,000 .. 50,000",No,35000
335550,Cubicity,game,2.99,2015-02-12 00:00:00,-1,0,0,335550,368,"0 .. 20,000",No,10000
335560,Light Bound,game,9.99,2015-04-23 00:00:00,-1,0,0,335560,0,"0 .. 20,000",No,10000
335570,Back To Life 3,game,4.99,2014-12-16 00:00:00,-1,0,0,335570,0,"0 .. 20,000",No,10000
335660,CAFE 0 ~The Drowned Mermaid~,game,9.99,2015-01-29 00:00:00,-1,0,0,335660,0,"20,000 .. 50,000",No,35000
335670,LISA,game,9.99,2014-12-15 00:00:00,78,0,0,335670,882,"200,000 .. 500,000",No,250000
335690,dUpLicity ~Beyond the Lies~,game,14.99,2015-01-08 00:00:00,-1,0,0,335690,75,"0 .. 20,000",No,10000
335700,I am Weapon: Revival,game,13.99,2015-10-23 00:00:00,-1,0,0,335700,0,"50,000 .. 100,000",No,75000
335770,Tkl Online,game,7.99,2015-01-27 00:00:00,-1,0,0,335770,0,"0 .. 20,000",No,10000
335790,Words for Evil,game,2.99,2014-12-11 00:00:00,-1,0,0,335790,16,"20,000 .. 50,000",No,35000
335830,Distant Star: Revenant Fleet,game,9.99,2015-04-07 00:00:00,-1,0,0,335830,0,"20,000 .. 50,000",No,35000
335840,Goats On A Bridge,game,4.99,2015-02-06 00:00:00,-1,0,0,335840,0,"50,000 .. 100,000",No,75000
335850,After Reset RPG,game,49.99,2015-03-09 00:00:00,-1,0,0,335850,0,"0 .. 20,000",No,10000
335890,Nanofights,game,4.99,2014-12-11 00:00:00,-1,0,1,335890,0,"20,000 .. 50,000",No,35000
335900,Angels of Fasaria: Version 2.0,game,19.99,2014-12-09 00:00:00,-1,0,0,335900,308,"50,000 .. 100,000",No,75000
335920,Ephemerid: A Musical Adventure,game,1.99,2015-02-03 00:00:00,-1,0,0,335920,0,"0 .. 20,000",No,10000
336010,MXGP - The Official Motocross Videogame Compact,game,9.99,2014-12-03 00:00:00,-1,0,1,336010,0,"0 .. 20,000",No,10000
336020,Pahelika: Secret Legends,game,9.99,2015-01-23 00:00:00,-1,0,0,336020,0,"0 .. 20,000",No,10000
336030,Race.a.bit,game,9.99,2016-03-10 00:00:00,-1,0,0,336030,0,"0 .. 20,000",No,10000
336040,Combat Monsters,game,0.0,2015-01-20 00:00:00,-1,0,1,336040,0,"100,000 .. 200,000",No,150000
336060,Raptor: Call of The Shadows - 2015 Edition,game,4.99,2015-02-13 00:00:00,-1,0,0,336060,0,"20,000 .. 50,000",No,35000
336080,Vietnam ‘65,game,9.99,2015-03-05 00:00:00,81,0,0,336080,0,"20,000 .. 50,000",No,35000
336090,Sky Mercenaries,game,9.99,2014-12-16 00:00:00,-1,0,0,336090,229,"20,000 .. 50,000",No,35000
336110,Bloody Streets,game,4.99,2015-03-12 00:00:00,-1,0,0,336110,0,"20,000 .. 50,000",No,35000
336130,Shardlight,game,14.99,2016-03-08 00:00:00,75,0,0,336130,67,"20,000 .. 50,000",No,35000
336150,Virtual Pool 4,game,24.99,2015-05-11 00:00:00,-1,0,1,336150,0,"0 .. 20,000",No,10000
336160,Monsters!,game,4.99,2015-09-01 00:00:00,-1,0,0,336160,0,"0 .. 20,000",No,10000
336200,Starlaxis Supernova Edition,game,6.99,2015-02-11 00:00:00,-1,0,0,336200,146,"0 .. 20,000",No,10000
336210,Just Death,game,14.99,2016-02-24 00:00:00,-1,0,1,336210,0,"0 .. 20,000",No,10000
336220,ORBITOR,game,14.99,2015-08-21 00:00:00,-1,0,0,336220,0,"0 .. 20,000",No,10000
336230,Way to Go!,game,4.99,2015-06-08 00:00:00,-1,0,0,336230,0,"0 .. 20,000",No,10000
336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,game,1.99,2014-12-19 00:00:00,-1,0,0,336280,202,"50,000 .. 100,000",No,75000
336300,Hearthlands,game,9.99,2014-12-12 00:00:00,-1,0,0,336300,0,"20,000 .. 50,000",No,35000
336380,Catmouth Island,game,0.99,2014-12-31 00:00:00,-1,0,0,336380,565,"20,000 .. 50,000",No,35000
336420,Bloodsports.TV,game,9.99,2015-03-30 00:00:00,69,0,1,336420,104,"100,000 .. 200,000",No,150000
336440,Super Cane Magic ZERO,game,19.99,2015-08-26 00:00:00,-1,0,0,336440,0,"0 .. 20,000",No,10000
336520,Might & Magic Heroes Online,game,0.0,2015-11-24 00:00:00,-1,0,1,336520,228,"200,000 .. 500,000",No,250000
336610,Outcast 1.1,game,5.99,2014-12-18 00:00:00,-1,0,0,336610,0,"50,000 .. 100,000",No,75000
336630,Crash And Burn Racing,game,3.99,2014-12-09 00:00:00,-1,0,0,336630,0,"0 .. 20,000",No,10000
336670,HIT,game,0.0,2015-02-09 00:00:00,-1,0,1,336670,5,"200,000 .. 500,000",No,250000
336680,TREBUCHET,game,9.99,2015-07-30 00:00:00,-1,0,1,336680,0,"0 .. 20,000",No,10000
336700,Elastrix,game,3.99,2014-12-18 00:00:00,-1,0,0,336700,0,"0 .. 20,000",No,10000
336710,Supreme League of Patriots - Episode 2: Patriot Frames,game,5.99,2015-01-29 00:00:00,-1,0,0,336710,0,"0 .. 20,000",No,10000
336730,Supreme League of Patriots - Episode 3: Ice Cold in Ellis,game,5.99,2015-01-29 00:00:00,-1,0,0,336730,0,"0 .. 20,000",No,10000
336760,Pilot Brothers,game,4.99,2014-12-18 00:00:00,-1,0,0,336760,0,"20,000 .. 50,000",No,35000
336770,Pilot Brothers 2,game,4.99,2014-12-31 00:00:00,-1,0,0,336770,0,"0 .. 20,000",No,10000
336780,Pilot Brothers 3: Back Side of the Earth,game,4.99,2015-01-22 00:00:00,-1,0,0,336780,0,"0 .. 20,000",No,10000
336840,Color Guardians,game,14.99,2015-05-12 00:00:00,-1,0,0,336840,0,"0 .. 20,000",No,10000
336930,Redux: Dark Matters,game,12.99,2014-12-12 00:00:00,61,0,0,336930,0,"0 .. 20,000",No,10000
337040,Deadnaut,game,9.99,2014-12-08 00:00:00,-1,0,0,337040,489,"0 .. 20,000",No,10000
337130,Bosch's Damnation,game,11.99,2015-07-21 00:00:00,-1,0,0,337130,0,"0 .. 20,000",No,10000
337150,Sentinels of the Multiverse,game,9.99,2014-12-22 00:00:00,-1,0,1,337150,186,"100,000 .. 200,000",No,150000
337180,Velocity 2X,game,19.99,2015-08-19 00:00:00,-1,0,0,337180,346,"50,000 .. 100,000",No,75000
337210,Royal Bounty HD,game,4.99,2015-08-10 00:00:00,-1,0,0,337210,0,"0 .. 20,000",No,10000
337220,Guild Commander,game,4.99,2015-01-23 00:00:00,-1,0,0,337220,0,"0 .. 20,000",No,10000
337270,Ostrich Island,game,4.99,2015-01-08 00:00:00,-1,0,0,337270,286,"20,000 .. 50,000",No,35000
337280,Planetship,game,8.99,2015-09-24 00:00:00,-1,0,0,337280,0,"0 .. 20,000",No,10000
337320,Paint the Town Red,game,9.99,2015-10-13 00:00:00,-1,0,0,337320,554,"200,000 .. 500,000",No,250000
337350,Flywrench,game,9.99,2015-08-24 00:00:00,-1,0,0,337350,0,"0 .. 20,000",No,10000
337420,Final Dusk,game,4.99,2014-12-12 00:00:00,-1,0,0,337420,386,"100,000 .. 200,000",No,150000
337450,Dream Tale,game,4.99,2014-12-16 00:00:00,-1,0,0,337450,0,"0 .. 20,000",No,10000
337480,Zombie Vikings,game,19.99,2015-12-07 00:00:00,74,0,1,337480,0,"20,000 .. 50,000",No,35000
337630,Bermuda,game,2.99,2015-03-17 00:00:00,-1,0,0,337630,283,"50,000 .. 100,000",No,75000
337650,Soft Body,game,0.0,2016-05-17 00:00:00,-1,0,0,337650,0,"0 .. 20,000",No,10000
337670,Default Dan,game,5.99,2015-03-18 00:00:00,-1,0,0,337670,0,"0 .. 20,000",No,10000
337680,Star Hammer: The Vanguard Prophecy,game,19.99,2015-06-04 00:00:00,69,0,0,337680,0,"0 .. 20,000",No,10000
337700,SCS deORBIT,game,4.99,2015-08-17 00:00:00,-1,0,0,337700,0,"0 .. 20,000",No,10000
337720,The Sea Will Claim Everything,game,9.99,2016-03-24 00:00:00,-1,0,0,337720,0,"0 .. 20,000",No,10000
337730,Battletank LOBA,game,9.99,2015-03-17 00:00:00,-1,0,0,337730,0,"0 .. 20,000",No,10000
337760,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,game,39.99,2015-01-22 00:00:00,-1,0,1,337760,0,"0 .. 20,000",No,10000
337820,The Mims Beginning,game,19.99,2015-01-01 00:00:00,-1,0,0,337820,0,"0 .. 20,000",No,10000
337850,Avernum 2: Crystal Souls,game,19.99,2015-01-14 00:00:00,78,0,0,337850,0,"20,000 .. 50,000",No,35000
337880,One Late Night: Deadline,game,9.99,2014-12-22 00:00:00,-1,0,0,337880,0,"0 .. 20,000",No,10000
337930,Nameless ~The one thing you must recall~,game,29.99,2014-12-24 00:00:00,-1,0,0,337930,0,"20,000 .. 50,000",No,35000
337940,X-note,game,19.99,2015-01-16 00:00:00,-1,0,0,337940,1084,"20,000 .. 50,000",No,35000
337950,The SKIES,game,0.0,2016-04-16 00:00:00,-1,0,1,337950,51,"1,000,000 .. 2,000,000",No,150000
337960,ClusterPuck 99,game,9.99,2015-01-23 00:00:00,-1,0,0,337960,0,"0 .. 20,000",No,10000
337970,Wildlife Park - Wild Creatures,game,5.99,2015-04-01 00:00:00,-1,0,0,337970,0,"0 .. 20,000",No,10000
337980,Vagrant Hearts,game,9.99,2015-02-27 00:00:00,-1,0,0,337980,0,"0 .. 20,000",No,10000
338000,Echoes+,game,0.0,2015-01-15 00:00:00,-1,0,0,338000,16,"200,000 .. 500,000",No,250000
338030,Mission Control: NanoMech,game,8.99,2014-12-17 00:00:00,-1,0,0,338030,0,"0 .. 20,000",No,10000
338040,Bears Can't Drift!?,game,12.99,2015-07-24 00:00:00,-1,0,0,338040,0,"0 .. 20,000",No,10000
338050,Anoxemia,game,3.99,2015-01-16 00:00:00,-1,0,0,338050,274,"100,000 .. 200,000",No,150000
338110,Khaba,game,3.99,2015-01-12 00:00:00,-1,0,0,338110,0,"0 .. 20,000",No,10000
338120,Marble Duel,game,4.99,2015-11-12 00:00:00,-1,0,0,338120,200,"50,000 .. 100,000",No,75000
338130,Strategy & Tactics: Wargame Collection,game,9.99,2016-04-22 00:00:00,-1,0,1,338130,0,"50,000 .. 100,000",No,75000
338140,Venetica - Gold Edition,game,9.99,2015-01-23 00:00:00,61,0,0,338140,39,"50,000 .. 100,000",No,75000
338170,Ratz Instagib,game,8.99,2015-01-21 00:00:00,-1,0,1,338170,85,"100,000 .. 200,000",No,150000
338180,Batla,game,0.0,2015-05-14 00:00:00,-1,0,1,338180,135,"500,000 .. 1,000,000",No,750000
338190,Just Get Through,game,4.99,2015-01-30 00:00:00,-1,0,0,338190,0,"20,000 .. 50,000",No,35000
338260,Usagi Yojimbo: Way of the Ronin,game,4.99,2015-01-30 00:00:00,-1,0,0,338260,0,"0 .. 20,000",No,10000
338300,Disney's Chicken Little: Ace in Action,game,19.99,2015-02-24 00:00:00,-1,0,0,338300,0,"0 .. 20,000",No,10000
338310,Warden: Melody of the Undergrowth,game,19.99,2016-04-08 00:00:00,-1,0,0,338310,0,"0 .. 20,000",No,10000
338320,Pixel Heroes: Byte & Magic,game,9.99,2015-02-06 00:00:00,-1,0,0,338320,1027,"50,000 .. 100,000",No,75000
338420,Alum,game,4.99,2015-05-15 00:00:00,-1,0,0,338420,476,"50,000 .. 100,000",No,75000
338530,Trouble In The Manor,game,0.99,2015-11-17 00:00:00,-1,0,1,338530,268,"200,000 .. 500,000",No,250000
338540,Navy Field 2 : Conqueror of the Ocean,game,0.0,2015-03-05 00:00:00,-1,0,1,338540,39,"500,000 .. 1,000,000",No,750000
338550,Terra Lander,game,5.99,2015-02-06 00:00:00,-1,0,0,338550,0,"200,000 .. 500,000",No,250000
338590,The Race for the White House,game,14.99,2015-01-02 00:00:00,-1,0,1,338590,0,"0 .. 20,000",No,10000
338630,Wildlife Camp,game,6.99,2015-11-20 00:00:00,-1,0,0,338630,0,"0 .. 20,000",No,10000
338710,Urja,game,9.99,2015-01-09 00:00:00,-1,0,0,338710,0,"20,000 .. 50,000",No,35000
338760,Death Ray Manta SE,game,2.99,2015-09-17 00:00:00,-1,0,0,338760,0,"20,000 .. 50,000",No,35000
338800,Seven Kingdoms 2 HD,game,9.99,2015-02-04 00:00:00,-1,0,1,338800,0,"20,000 .. 50,000",No,35000
338810,Demise of Nations,game,0.0,2015-04-21 00:00:00,-1,0,1,338810,0,"100,000 .. 200,000",No,150000
338830,Star Nomad,game,1.99,2014-12-29 00:00:00,-1,0,0,338830,0,"0 .. 20,000",No,10000
338890,Harold,game,9.99,2015-02-12 00:00:00,70,0,0,338890,0,"0 .. 20,000",No,10000
338960,Rescue Team,game,4.99,2015-02-19 00:00:00,-1,0,0,338960,0,"0 .. 20,000",No,10000
338980,MOAI: Build Your Dream,game,6.99,2015-02-26 00:00:00,-1,0,0,338980,0,"0 .. 20,000",No,10000
339000,Ukrainian Ninja,game,1.99,2014-12-23 00:00:00,-1,0,1,339000,55,"20,000 .. 50,000",No,35000
339040,Disney's Chicken Little,game,9.99,2015-02-24 00:00:00,-1,0,0,339040,0,"0 .. 20,000",No,10000
339120,Fork Parker's Holiday Profit Hike,game,0.0,2014-12-18 00:00:00,-1,0,0,339120,14,"200,000 .. 500,000",No,250000
339130,Morningstar: Descent to Deadrock,game,9.99,2015-02-17 00:00:00,-1,0,0,339130,0,"20,000 .. 50,000",No,35000
339160,Tales of the Orient: The Rising Sun,game,6.99,2015-02-27 00:00:00,-1,0,0,339160,359,"50,000 .. 100,000",No,75000
339190,Dead Synchronicity: Tomorrow Comes Today,game,19.99,2015-04-10 00:00:00,70,0,0,339190,0,"50,000 .. 100,000",No,75000
339200,Oceanhorn: Monster of Uncharted Seas,game,14.99,2015-03-17 00:00:00,73,0,0,339200,140,"100,000 .. 200,000",No,150000
339210,RESCUE 2: Everyday Heroes,game,19.99,2015-06-03 00:00:00,-1,0,0,339210,0,"20,000 .. 50,000",No,35000
339230,ZOMBI,game,19.99,2015-08-18 00:00:00,65,17,0,339230,145,"100,000 .. 200,000",No,150000
339240,10 Years After,game,5.99,2015-01-30 00:00:00,-1,0,0,339240,0,"0 .. 20,000",No,10000
339280,Strife®,game,0.0,2015-05-22 00:00:00,-1,0,1,339280,150,"1,000,000 .. 2,000,000",No,150000
339290,Castle,game,4.99,2015-01-07 00:00:00,-1,0,0,339290,174,"50,000 .. 100,000",No,75000
339320,Snake Blocks,game,4.99,2015-12-21 00:00:00,-1,0,0,339320,26,"20,000 .. 50,000",No,35000
339340,Resident Evil 0 / biohazard 0 HD REMASTER,game,19.99,2016-01-19 00:00:00,-1,17,0,339340,132,"200,000 .. 500,000",No,250000
339350,Choice of Robots,game,4.99,2014-12-19 00:00:00,-1,0,0,339350,0,"50,000 .. 100,000",No,75000
339400,Runestone Keeper,game,9.99,2015-03-02 00:00:00,-1,0,0,339400,644,"200,000 .. 500,000",No,250000
339440,Critical Annihilation,game,9.99,2016-02-12 00:00:00,-1,0,0,339440,0,"0 .. 20,000",No,10000
339460,A Pixel Story,game,11.99,2015-03-30 00:00:00,74,0,0,339460,0,"0 .. 20,000",No,10000
339470,Retention,game,0.99,2015-01-13 00:00:00,-1,0,0,339470,187,"200,000 .. 500,000",No,250000
339500,Blasted Fortress,game,4.99,2015-01-08 00:00:00,-1,0,0,339500,0,"0 .. 20,000",No,10000
339560,Man Alive,game,4.99,2015-05-25 00:00:00,-1,0,0,339560,0,"0 .. 20,000",No,10000
339570,Enemy,game,14.99,2015-03-17 00:00:00,-1,0,0,339570,0,"0 .. 20,000",No,10000
339590,Crowman & Wolfboy,game,3.99,2016-01-15 00:00:00,-1,0,0,339590,0,"0 .. 20,000",No,10000
339600,VEGA Conflict,game,0.0,2015-12-14 00:00:00,-1,0,1,339600,5448,"500,000 .. 1,000,000",No,750000
339610,Freestyle2: Street Basketball,game,0.0,2015-04-01 00:00:00,-1,0,1,339610,1571,"2,000,000 .. 5,000,000",No,3500000
339690,Paperbound,game,9.99,2015-03-31 00:00:00,68,0,0,339690,0,"0 .. 20,000",No,10000
339700,"I, Gladiator",game,7.99,2015-04-07 00:00:00,-1,0,1,339700,0,"0 .. 20,000",No,10000
339790,rFactor,game,24.99,2015-03-02 00:00:00,-1,0,1,339790,0,"50,000 .. 100,000",No,75000
339820,Starwalker,game,9.99,2014-12-23 00:00:00,-1,0,0,339820,289,"50,000 .. 100,000",No,75000
339840,The Moment of Silence,game,14.99,2015-03-27 00:00:00,70,0,0,339840,0,"0 .. 20,000",No,10000
339850,Overclocked: A History of Violence,game,14.99,2015-04-03 00:00:00,70,0,0,339850,0,"0 .. 20,000",No,10000
340000,Headlander,game,0.0,1970-01-01 00:00:00,-1,0,0,340000,0,"50,000 .. 100,000",No,75000
340030,Dungeon of gain,game,4.99,2015-01-02 00:00:00,-1,0,0,340030,272,"20,000 .. 50,000",No,35000
340050,Survivalist,game,4.99,2015-01-30 00:00:00,-1,0,0,340050,50,"200,000 .. 500,000",No,250000
340070,Battle Ranch,game,6.99,2015-02-02 00:00:00,-1,0,0,340070,282,"100,000 .. 200,000",No,150000
340120,Moorhuhn (Crazy Chicken),game,1.99,2015-02-05 00:00:00,-1,0,0,340120,0,"50,000 .. 100,000",No,75000
340130,Moorhuhn Invasion (Crazy Chicken Invasion),game,3.99,2015-02-20 00:00:00,-1,0,0,340130,0,"0 .. 20,000",No,10000
340150,Basement,game,8.99,2015-04-30 00:00:00,-1,0,0,340150,1388,"50,000 .. 100,000",No,75000
340200,Bloop,game,4.99,2015-01-16 00:00:00,-1,0,0,340200,2,"200,000 .. 500,000",No,250000
340210,Predestination,game,29.99,2015-02-04 00:00:00,-1,0,0,340210,0,"0 .. 20,000",No,10000
340220,Shadows of War,game,2.99,2015-01-02 00:00:00,-1,0,1,340220,238,"20,000 .. 50,000",No,35000
340250,Crystal Towers 2 XL,game,7.99,2015-08-11 00:00:00,-1,0,0,340250,0,"0 .. 20,000",No,10000
340270,TIMEframe,game,7.99,2015-07-07 00:00:00,-1,0,0,340270,0,"100,000 .. 200,000",No,150000
340280,Cubot,game,1.99,2015-01-08 00:00:00,-1,0,0,340280,0,"20,000 .. 50,000",No,35000
340290,Dr.Green,game,2.99,2015-01-02 00:00:00,-1,0,0,340290,0,"0 .. 20,000",No,10000
340300,Teddy Floppy Ear - Mountain Adventure,game,4.99,2015-01-09 00:00:00,-1,0,0,340300,306,"100,000 .. 200,000",No,150000
340310,Teddy Floppy Ear - Kayaking,game,4.99,2015-01-16 00:00:00,-1,0,0,340310,271,"100,000 .. 200,000",No,150000
340320,Sinless + OST,game,4.99,2015-12-16 00:00:00,-1,0,0,340320,218,"50,000 .. 100,000",No,75000
340330,Deity Quest,game,9.99,2015-01-20 00:00:00,-1,0,1,340330,0,"0 .. 20,000",No,10000
340340,Domestic Dog Simulator,game,2.99,2015-04-10 00:00:00,-1,0,0,340340,840,"20,000 .. 50,000",No,35000
